review_count,time
10000,7.37345027923584
20000,12.786704778671265
30000,19.542435884475708
40000,25.967674493789673
50000,31.166337966918945
60000,38.0572247505188
70000,47.586329221725464
80000,51.524372577667236
90000,58.08159112930298
100000,64.8760552406311
